cust_id,recommended_movie
510590,Chasing Amy
510641,Blade: Trinity
510641,Look Who's Talking Too
510641,Beverly Hills Cop III
510719,Network
510719,Rosemary's Baby
510719,This Is Spinal Tap
510765,Eternal Sunshine of the Spotless Mind
510765,Garden State
510765,The Life Aquatic with Steve Zissou
510834,Batman Begins
510834,The Matrix: Reloaded
510834,The Matrix: Revolutions
511112,Taking Lives
511112,Coach Carter
511112,Secondhand Lions
511234,What Women Want
511234,Taking Lives
511234,Coach Carter
511340,The Pianist
511340,Rabbit-Proof Fence
511340,Thirteen
511428,Clerks
511428,"Lock, Stock and Two Smoking Barrels"
511428,The Professional
511613,The Lion King: Special Edition
511613,A Cinderella Story
511613,The Pacifier
511655,A Streetcar Named Desire
511655,Singin' in the Rain
511655,Seven Samurai
511847,Midnight Cowboy
511847,Seven Samurai
511847,This Is Spinal Tap
511883,Friends: Season 2
511883,Sixteen Candles
511883,Frida
511899,Spirited Away
511899,Monty Python's The Meaning of Life: Special Edition
511899,Stargate
511942,Casino: 10th Anniversary Edition
511942,Dirty Rotten Scoundrels
511942,Bram Stoker's Dracula
512101,Super Size Me
512101,25th Hour
512101,Monty Python's The Meaning of Life: Special Edition
512117,A Streetcar Named Desire
512117,Singin' in the Rain
512117,Network
512278,The Professional
512278,Bottle Rocket
512278,The Life Aquatic with Steve Zissou
512303,Look Who's Talking Too
512303,The Rundown
512303,Forever Young
512352,Collateral Damage
512352,End of Days
512352,A Man Apart
512598,Singin' in the Rain
512598,This Is Spinal Tap
512598,Spirited Away
512633,Clerks
512633,Casino: 10th Anniversary Edition
512633,Eternal Sunshine of the Spotless Mind
512966,The King and I
512966,Moonstruck
512966,Singin' in the Rain
512995,Brother Bear (Theatrical Widescreen Version)
512995,Look Who's Talking
512995,Aladdin: Platinum Edition
513026,Network
513026,Rosemary's Baby
513026,This Is Spinal Tap
513120,Clerks
513120,"Lock, Stock and Two Smoking Barrels"
513120,Fear and Loathing in Las Vegas
513210,"Lock, Stock and Two Smoking Barrels"
513210,Casino: 10th Anniversary Edition
513210,This Is Spinal Tap
513479,Daredevil
513479,Rush Hour 2
513479,Men in Black II
513501,Taxi
513501,Hostage
513501,A Man Apart
513933,The Hand that Rocks the Cradle
513933,Dirty Rotten Scoundrels
513933,U.S. Marshals
514262,Kill Bill: Vol. 2
514262,Casino: 10th Anniversary Edition
514262,Seven Samurai
514495,Blade: Trinity
514495,Robin Hood: Prince of Thieves
514495,Sleepy Hollow
514519,Brother Bear (Theatrical Widescreen Version)
514519,The Emperor's New Groove
514519,Aladdin: Platinum Edition
514618,Little Nicky
514618,The Hitchhiker's Guide to the Galaxy
514618,Bram Stoker's Dracula
514774,The Matrix: Revolutions
514774,Stargate
514774,Sleepy Hollow
514787,Look Who's Talking Too
514787,Dr. Dolittle 2
514787,Along Came Polly
514829,A Cinderella Story
514829,Uptown Girls
514829,Taxi
515038,Clerks
515038,Kill Bill: Vol. 2
515038,"Lock, Stock and Two Smoking Barrels"
515114,Lilo and Stitch
515114,The Emperor's New Groove
515114,Freaky Friday
515261,25th Hour
515261,Boyz N the Hood
515261,Igby Goes Down
515313,The Matrix: Revolutions
515313,Robin Hood: Prince of Thieves
515313,Sleepy Hollow
515357,Clerks
515357,"Lock, Stock and Two Smoking Barrels"
515357,Fear and Loathing in Las Vegas
515436,An Officer and a Gentleman
515436,Sister Act 2: Back in the Habit
515436,Look Who's Talking
515441,Spirited Away
515441,Dawn of the Dead
515441,Y Tu Mama Tambien
515952,The Life Aquatic with Steve Zissou
515952,Elizabeth
515952,Four Weddings and a Funeral
516036,Batman Begins
516036,Bad Boys II
516036,Lethal Weapon 3
516110,Secondhand Lions
516110,The Missing
516110,Freaky Friday
516192,A Cinderella Story
516192,Ghost Ship
516192,Coach Carter
516237,Batman Begins
516237,Blade: Trinity
516237,Lord of the Rings: The Fellowship of the Ring
516240,Brother Bear (Theatrical Widescreen Version)
516240,The Emperor's New Groove
516240,A Cinderella Story
516260,The Hurricane
516260,Ray
516260,A Man Apart
516276,A Cinderella Story
516276,Taxi
516276,The Pacifier
516343,A Cinderella Story
516343,The King and I
516343,Blade: Trinity
516614,Network
516614,A Streetcar Named Desire
516614,The Maltese Falcon
516686,Friends: Season 2
516686,Elizabeth
516686,The King and I
516721,Elizabeth
516721,Finding Neverland
516721,Frida
516722,The Life Aquatic with Steve Zissou
516722,25th Hour
516722,Dawn of the Dead
516736,U.S. Marshals
516736,Coach Carter
516736,Secondhand Lions
517186,Friday Night Lights
517186,Hostage
517186,Barbershop
517188,Blade: Trinity
517188,The Matrix: Revolutions
517188,Stargate
517370,Rabbit-Proof Fence
517370,Frida
517370,Super Size Me
517392,Hostage
517392,Blade: Trinity
517392,Sleepy Hollow
517441,Frida
517441,Life as a House
517441,Spirited Away
517454,The Sting
517454,Monty Python's The Meaning of Life: Special Edition
517454,Swimming Pool
517532,Eternal Sunshine of the Spotless Mind
517532,The Life Aquatic with Steve Zissou
517532,Sideways
517619,The Hand that Rocks the Cradle
517619,Casino: 10th Anniversary Edition
517619,Dirty Rotten Scoundrels
517790,Look Who's Talking Too
517790,Dr. Dolittle 2
517790,A Cinderella Story
517794,The Sting
517794,This Is Spinal Tap
517794,The King and I
518123,Boyz N the Hood
518123,Y Tu Mama Tambien
518123,28 Days Later
518137,A Man Apart
518137,The Mask: Special Edition
518137,Identity
518309,Heathers
518309,Thirteen
518309,Chasing Amy
518327,When Harry Met Sally
518327,Sixteen Candles
518327,Frida
518542,The Hand that Rocks the Cradle
518542,Don't Say a Word
518542,Dirty Rotten Scoundrels
518639,Look Who's Talking Too
518639,A Cinderella Story
518639,The Pacifier
518666,The King and I
518666,Footloose: Special Collector's Edition
518666,Cocoon
518765,Batman Begins
518765,Blade: Trinity
518765,The Matrix: Revolutions
519020,What Women Want
519020,Taking Lives
519020,Coach Carter
519520,Dirty Rotten Scoundrels
519520,The Recruit
519520,Taking Lives
519545,Look Who's Talking Too
519545,Sister Act 2: Back in the Habit
519545,While You Were Sleeping
519699,Look Who's Talking Too
519699,Uptown Girls
519699,Dr. Dolittle 2
519744,Superman: The Movie
519744,A Streetcar Named Desire
519744,This Is Spinal Tap
519761,Patch Adams
519761,What Women Want
519761,Forever Young
519866,The Hand that Rocks the Cradle
519866,Casino: 10th Anniversary Edition
519866,Dirty Rotten Scoundrels
519891,Don't Say a Word
519891,Look Who's Talking Too
519891,Hostage
519965,Along Came Polly
519965,50 First Dates
519965,Taxi
520080,Porky's
520080,Casino: 10th Anniversary Edition
520080,Harold and Kumar Go to White Castle
520283,Sex and the City: Season 4
520283,About a Boy
520283,The Full Monty
520286,Jaws
520286,Poltergeist
520286,A Nightmare on Elm Street
520374,Beaches
520374,Cocoon
520374,Duplex (Widescreen)
520472,Dawn of the Dead
520472,The Professional
520472,Superman: The Movie
520507,Ghost
520507,The Wedding Planner
520507,Dangerous Minds
520675,Bottle Rocket
520675,Fear and Loathing in Las Vegas
520675,Garden State
520704,Coach Carter
520704,Secondhand Lions
520704,Taxi
520740,U.S. Marshals
520740,Dangerous Minds
520740,Look Who's Talking Too
520803,Sex and the City: Season 4
520803,10 Things I Hate About You
520803,Frida
520817,Napoleon Dynamite
520817,Better Off Dead
520817,Poltergeist
520996,The Pianist
520996,On Golden Pond
520996,Life as a House
521074,The Hurricane
521074,Friday Night Lights
521074,Barbershop
521082,Wonder Boys
521082,Network
521082,28 Days Later
521153,The Pacifier
521153,Exit Wounds
521153,Look Who's Talking Too
521166,The Emperor's New Groove
521166,Aladdin: Platinum Edition
521166,Look Who's Talking Too
521315,This Is Spinal Tap
521315,Bottle Rocket
521315,Seven Samurai
521562,Look Who's Talking Too
521562,The Pacifier
521562,Uptown Girls
521646,Look Who's Talking Too
521646,Beverly Hills Cop III
521646,Hostage
521738,A Cinderella Story
521738,The Pacifier
521738,Freaky Friday
521765,The Scorpion King
521765,Stargate
521765,Jurassic Park III
521825,Seven Samurai
521825,This Is Spinal Tap
521825,Monty Python's The Meaning of Life: Special Edition
521890,A Streetcar Named Desire
521890,Network
521890,Reservoir Dogs
521985,Planet of the Apes
521985,Bad Boys II
521985,U.S. Marshals
522065,Clerks
522065,"Lock, Stock and Two Smoking Barrels"
522065,Fear and Loathing in Las Vegas
522176,Fear and Loathing in Las Vegas
522176,Casino: 10th Anniversary Edition
522176,This Is Spinal Tap
522180,Hostage
522180,U.S. Marshals
522180,Blade: Trinity
522221,Casino: 10th Anniversary Edition
522221,The Deer Hunter
522221,Being John Malkovich
522278,Dirty Rotten Scoundrels
522278,U.S. Marshals
522278,Hostage
522534,The Pacifier
522534,Robin Hood: Prince of Thieves
522534,Coach Carter
522615,The Maltese Falcon
522615,A Streetcar Named Desire
522615,Network
522637,Friends: Season 2
522637,Beaches
522637,Elizabeth
522647,Singin' in the Rain
522647,The Sting
522647,Rosemary's Baby
522710,The Professional
522710,Boyz N the Hood
522710,Y Tu Mama Tambien
522740,The Hand that Rocks the Cradle
522740,Casino: 10th Anniversary Edition
522740,The Recruit
522942,Dirty Rotten Scoundrels
522942,Identity
522942,Taking Lives
522964,The Hurricane
522964,Barbershop
522964,The Last Samurai
523130,Friends: Season 2
523130,Frida
523130,Footloose: Special Collector's Edition
523416,Sex and the City: Season 4
523416,Elizabeth
523416,Beaches
523517,Pay It Forward
523517,Ray
523517,The American President
523688,The Lion King: Special Edition
523688,Aladdin: Platinum Edition
523688,Look Who's Talking
523720,A Cinderella Story
523720,Uptown Girls
523720,Around the World in 80 Days
523779,Don't Say a Word
523779,The Recruit
523779,U.S. Marshals
523957,Clerks
523957,"Lock, Stock and Two Smoking Barrels"
523957,Fear and Loathing in Las Vegas
524110,Flatliners
524110,The Hand that Rocks the Cradle
524110,Casino: 10th Anniversary Edition
524142,Network
524142,Fear and Loathing in Las Vegas
524142,Midnight Cowboy
524218,"The Godfather, Part II"
524218,The Maltese Falcon
524218,The Sting
524227,Taking Lives
524227,Coach Carter
524227,Secondhand Lions
524295,Brother Bear (Theatrical Widescreen Version)
524295,The Emperor's New Groove
524295,50 First Dates
524390,Talk to Her
524390,Seven Samurai
524390,This Is Spinal Tap
524528,"Lock, Stock and Two Smoking Barrels"
524528,Casino: 10th Anniversary Edition
524528,This Is Spinal Tap
524610,Midnight Cowboy
524610,A Streetcar Named Desire
524610,Reservoir Dogs
524619,Secondhand Lions
524619,Ray
524619,Friday Night Lights
524654,Beaches
524654,Sixteen Candles
524654,Footloose: Special Collector's Edition
524672,Talk to Her
524672,"The Godfather, Part II"
524672,This Is Spinal Tap
524841,Casino: 10th Anniversary Edition
524841,Dirty Rotten Scoundrels
524841,Identity
524869,Coach Carter
524869,Taxi
524869,Ray
524907,Little Nicky
524907,The Hitchhiker's Guide to the Galaxy
524907,History of the World: Part 1
525071,The Hand that Rocks the Cradle
525071,Casino: 10th Anniversary Edition
525071,Dirty Rotten Scoundrels
525127,Midnight Cowboy
525127,A Streetcar Named Desire
525127,"The Godfather, Part II"
525354,Brother Bear (Theatrical Widescreen Version)
525354,The Emperor's New Groove
525354,Aladdin: Platinum Edition
525356,Fear and Loathing in Las Vegas
525356,"The Godfather, Part II"
525356,The Life Aquatic with Steve Zissou
525597,Ray
525597,The Pianist
525597,The Last Samurai
525624,A Nightmare on Elm Street
525624,Poltergeist
525624,The Hand that Rocks the Cradle
525654,Batman Begins
525654,The Matrix: Revolutions
525654,Stargate
525666,Rabbit-Proof Fence
525666,Frida
525666,Sex and the City: Season 4
525679,Clerks
525679,"Lock, Stock and Two Smoking Barrels"
525679,Fear and Loathing in Las Vegas
525715,Stargate
525715,Lord of the Rings: The Fellowship of the Ring
525715,Lilo and Stitch
525945,Singin' in the Rain
525945,Monty Python's The Meaning of Life: Special Edition
525945,The Wizard of Oz: Collector's Edition
526043,Flatliners
526043,The Hand that Rocks the Cradle
526043,Identity
526149,Forever Young
526149,Don't Say a Word
526149,The Family Man
526238,Friends: Season 2
526238,The Rocky Horror Picture Show
526238,The Hurricane
526361,Casino: 10th Anniversary Edition
526361,Hostage
526361,The Hurricane
526475,Casino: 10th Anniversary Edition
526475,Dirty Rotten Scoundrels
526475,Bram Stoker's Dracula
526568,Brother Bear (Theatrical Widescreen Version)
526568,The Lion King: Special Edition
526568,A Cinderella Story
526970,Taking Lives
526970,Coach Carter
526970,Along Came Polly
527106,Coach Carter
527106,Hostage
527106,The Rundown
527134,Eternal Sunshine of the Spotless Mind
527134,The Life Aquatic with Steve Zissou
527134,The Motorcycle Diaries
527541,The Emperor's New Groove
527541,Look Who's Talking Too
527541,Look Who's Talking
527559,What Women Want
527559,Taking Lives
527559,Coach Carter
527592,End of Days
527592,Look Who's Talking Too
527592,Beverly Hills Cop
527843,Batman Begins
527843,Blade: Trinity
527843,The Matrix: Revolutions
527891,Dirty Rotten Scoundrels
527891,War Games
527891,Robin Hood: Prince of Thieves
527898,"Lock, Stock and Two Smoking Barrels"
527898,Fear and Loathing in Las Vegas
527898,Casino: 10th Anniversary Edition
527953,A Streetcar Named Desire
527953,Singin' in the Rain
527953,Seven Samurai
528190,Midnight Cowboy
528190,Rosemary's Baby
528190,The Maltese Falcon
528423,Brother Bear (Theatrical Widescreen Version)
528423,The Pacifier
528423,Around the World in 80 Days
528522,Hostage
528522,U.S. Marshals
528522,A Man Apart
528560,Coach Carter
528560,The Pacifier
528560,Exit Wounds
528666,The Emperor's New Groove
528666,A Cinderella Story
528666,Look Who's Talking
528772,Brother Bear (Theatrical Widescreen Version)
528772,Footloose: Special Collector's Edition
528772,A Cinderella Story
528808,The Ladykillers
528808,A Mighty Wind
528808,Finding Neverland
529088,The Deer Hunter
529088,Y Tu Mama Tambien
529088,Garden State
529356,Casino: 10th Anniversary Edition
529356,Boyz N the Hood
529356,Rosemary's Baby
529415,History of the World: Part 1
529415,National Lampoon's Van Wilder
529415,From Hell
529545,Dawn of the Dead
529545,Elf
529545,American Wedding
529687,U.S. Marshals
529687,History of the World: Part 1
529687,Stargate
529849,Eternal Sunshine of the Spotless Mind
529849,Garden State
529849,Sideways
529889,The Hurricane
529889,Hostage
529889,Barbershop
530000,The Emperor's New Groove
530000,The Lion King: Special Edition
530000,Look Who's Talking Too
530014,Dirty Rotten Scoundrels
530014,U.S. Marshals
530014,Die Hard 2: Die Harder
530118,Taxi
530118,The Matrix: Revolutions
530118,Dr. Dolittle 2
530189,Coach Carter
530189,Secondhand Lions
530189,Sleepless in Seattle
530195,Taking Lives
530195,Coach Carter
530195,Taxi
530226,U.S. Marshals
530226,End of Days
530226,The Scorpion King
530441,Clerks
530441,"Lock, Stock and Two Smoking Barrels"
530441,Fear and Loathing in Las Vegas
530670,Taking Lives
530670,Coach Carter
530670,Secondhand Lions
530675,Brother Bear (Theatrical Widescreen Version)
530675,The Emperor's New Groove
530675,The Lion King: Special Edition
530721,Clerks
530721,Dogma
530721,High Fidelity
530740,Look Who's Talking Too
530740,First Knight
530740,Taking Lives
530763,Taking Lives
530763,Taxi
530763,Hostage
530789,Coach Carter
530789,Taxi
530789,Hostage
530860,Clerks
530860,Fear and Loathing in Las Vegas
530860,Eternal Sunshine of the Spotless Mind
530868,The Matrix: Reloaded
530868,Braveheart
530868,Spirited Away
531010,Fried Green Tomatoes
531010,Beaches
531010,Whale Rider
531117,Exit Wounds
531117,Collateral Damage
531117,2 Fast 2 Furious
531125,Batman Begins
531125,Stargate
531125,Rush Hour 2
531175,Kill Bill: Vol. 2
531175,"Lock, Stock and Two Smoking Barrels"
531175,Bottle Rocket
531396,First Knight
531396,The Wedding Planner
531396,Secondhand Lions
531630,Around the World in 80 Days
531630,Dr. Dolittle 2
531630,Blade: Trinity
531747,The Matrix: Revolutions
531747,Stargate
531747,The Bourne Supremacy
531748,A Cinderella Story
531748,Uptown Girls
531748,Ever After: A Cinderella Story
532579,Fried Green Tomatoes
532579,Frida
532579,Elizabeth
532583,Sex and the City: Season 4
532583,Sleepless in Seattle
532583,Look Who's Talking
532653,A Cinderella Story
532653,The Pacifier
532653,Freaky Friday
532948,Casino: 10th Anniversary Edition
532948,Dirty Rotten Scoundrels
532948,Ace Ventura: When Nature Calls
533017,Boyz N the Hood
533017,Ace Ventura: When Nature Calls
533017,Casino: 10th Anniversary Edition
533160,The Motorcycle Diaries
533160,Frida
533160,Thirteen
533352,Clerks
533352,Chasing Amy
533352,Seven Samurai
533381,Clerks
533381,Bottle Rocket
533381,Heathers
533713,Jaws
533713,A Nightmare on Elm Street
533713,Rosemary's Baby
533749,The Deer Hunter
533749,Bottle Rocket
533749,Seven Samurai
533771,Flatliners
533771,The Hand that Rocks the Cradle
533771,Bram Stoker's Dracula
534043,Being John Malkovich
534043,Garden State
534043,Reservoir Dogs
534237,Brother Bear (Theatrical Widescreen Version)
534237,The Emperor's New Groove
534237,A Cinderella Story
534508,The Motorcycle Diaries
534508,Talk to Her
534508,Elizabeth
534933,Taxi
534933,A Cinderella Story
534933,Hostage
534960,Chasing Amy
534960,Harold and Kumar Go to White Castle
534960,25th Hour
535261,28 Days Later
535261,Being John Malkovich
535261,Spirited Away
535268,National Lampoon's Van Wilder
535268,Dawn of the Dead
535268,Elf
535419,Alien: Collector's Edition
535419,Aliens: Collector's Edition
535419,Superman: The Movie
535441,Friends: Season 2
535441,Frida
535441,The King and I
535510,Rosemary's Baby
535510,A Nightmare on Elm Street
535510,The Sting
535671,Network
535671,Seven Samurai
535671,North by Northwest
535720,Dirty Rotten Scoundrels
535720,Identity
535720,Bram Stoker's Dracula
535765,The Maltese Falcon
535765,Network
535765,A Streetcar Named Desire
535886,A Streetcar Named Desire
535886,Singin' in the Rain
535886,Network
535898,Bram Stoker's Dracula
535898,Signs
535898,Casino: 10th Anniversary Edition
536037,Brother Bear (Theatrical Widescreen Version)
536037,Friends: Season 2
536037,Look Who's Talking
536065,Forever Young
536065,Dangerous Minds
536065,U.S. Marshals
536085,Blade: Trinity
536085,Stargate
536085,Robin Hood: Prince of Thieves
536239,Network
536239,Rosemary's Baby
536239,The Maltese Falcon
536334,Dirty Rotten Scoundrels
536334,Man on Fire
536334,Training Day
536414,Daredevil
536414,Stargate
536414,The Bourne Supremacy
536533,Garden State
536533,25th Hour
536533,Boyz N the Hood
536598,Look Who's Talking Too
536598,The Pacifier
536598,Around the World in 80 Days
536967,Barbershop
536967,America's Sweethearts
536967,Spirited Away
537270,Batman Begins
537270,Blade: Trinity
537270,The Matrix: Revolutions
537389,What Women Want
537389,Coach Carter
537389,Secondhand Lions
537600,Taking Lives
537600,Hostage
537600,Freaky Friday
537601,Casino: 10th Anniversary Edition
537601,American Beauty
537601,The Deer Hunter
537732,Taking Lives
537732,Hostage
537732,Stargate
537788,Flatliners
537788,The Hand that Rocks the Cradle
537788,Don't Say a Word
537912,Eternal Sunshine of the Spotless Mind
537912,Heathers
537912,Igby Goes Down
538005,Sex and the City: Season 4
538005,Four Weddings and a Funeral
538005,Bend It Like Beckham
538178,Chasing Amy
538178,"Lock, Stock and Two Smoking Barrels"
538178,Better Off Dead
538214,Beaches
538214,Frida
538214,Life as a House
538221,The Sting
538221,Talk to Her
538221,"The Godfather, Part II"
538321,Aladdin: Platinum Edition
538321,The Pacifier
538321,Blade: Trinity
538495,Eternal Sunshine of the Spotless Mind
538495,Garden State
538495,The Life Aquatic with Steve Zissou
538668,Network
538668,The Sting
538668,Talk to Her
538677,Kill Bill: Vol. 2
538677,Casino: 10th Anniversary Edition
538677,Eternal Sunshine of the Spotless Mind
538735,Talk to Her
538735,Boyz N the Hood
538735,Y Tu Mama Tambien
538775,Hostage
538775,Freaky Friday
538775,Brother Bear (Theatrical Widescreen Version)
538855,The Maltese Falcon
538855,A Streetcar Named Desire
538855,Talk to Her
539044,Casino: 10th Anniversary Edition
539044,Dirty Rotten Scoundrels
539044,Identity
539112,Sideways
539112,Reservoir Dogs
539112,Wonder Boys
539186,The Hitchhiker's Guide to the Galaxy
539186,From Hell
539186,Dawn of the Dead
539189,The Emperor's New Groove
539189,A Cinderella Story
539189,The Pacifier
539249,Brother Bear (Theatrical Widescreen Version)
539249,The Emperor's New Groove
539249,The Lion King: Special Edition
539310,Coach Carter
539310,Secondhand Lions
539310,Along Came Polly
539354,Hostage
539354,S.W.A.T.
539354,Don't Say a Word
539487,The Pianist
539487,25th Hour
539487,Swimming Pool
539602,Coach Carter
539602,Brother Bear (Theatrical Widescreen Version)
539602,Hostage
539631,A Streetcar Named Desire
539631,Seven Samurai
539631,Rosemary's Baby
539743,This Is Spinal Tap
539743,The Motorcycle Diaries
539743,Wonder Boys
539844,The Hurricane
539844,Ray
539844,The Perfect Storm
539868,The Deer Hunter
539868,Network
539868,A Streetcar Named Desire
539955,Moonstruck
539955,Elizabeth
539955,Wonder Boys
540234,The Emperor's New Groove
540234,Aladdin: Platinum Edition
540234,50 First Dates
540417,The Sting
540417,Rosemary's Baby
540417,Talk to Her
540458,American Wedding
540458,The Rundown
540458,Blade: Trinity
540732,Brother Bear (Theatrical Widescreen Version)
540732,The Emperor's New Groove
540732,Look Who's Talking Too
540778,The Emperor's New Groove
540778,A Cinderella Story
540778,The Pacifier
540803,What Women Want
540803,Taking Lives
540803,Coach Carter
540807,28 Days Later
540807,Being John Malkovich
540807,25th Hour
541135,Boyz N the Hood
541135,Y Tu Mama Tambien
541135,Garden State
541295,Kill Bill: Vol. 2
541295,Fear and Loathing in Las Vegas
541295,Being John Malkovich
541376,The Hand that Rocks the Cradle
541376,The Recruit
541376,Ace Ventura: When Nature Calls
541557,Coach Carter
541557,Along Came Polly
541557,Taxi
541796,Seven Samurai
541796,Talk to Her
541796,Y Tu Mama Tambien
541822,"Lock, Stock and Two Smoking Barrels"
541822,Fear and Loathing in Las Vegas
541822,Chasing Amy
541831,Taking Lives
541831,Coach Carter
541831,Sleepless in Seattle
541870,The Mummy
541870,The Last Samurai
541870,Dawn of the Dead
541980,Being John Malkovich
541980,Wonder Boys
541980,Eternal Sunshine of the Spotless Mind
542001,Fried Green Tomatoes
542001,Elizabeth
542001,Look Who's Talking
542006,Casino: 10th Anniversary Edition
542006,The Family Man
542006,Stargate
542153,Kill Bill: Vol. 2
542153,"Lock, Stock and Two Smoking Barrels"
542153,Fear and Loathing in Las Vegas
542323,Chasing Amy
542323,The Hitchhiker's Guide to the Galaxy
542323,National Lampoon's Van Wilder
542729,Coach Carter
542729,Secondhand Lions
542729,Taxi
542751,Taking Lives
542751,Secondhand Lions
542751,Along Came Polly
542786,Frida
542786,Bend It Like Beckham
542786,Elizabeth
542817,Alien: Collector's Edition
542817,Poltergeist
542817,Aliens: Collector's Edition
542848,The Pacifier
542848,Blade: Trinity
542848,The Rundown
542907,A Streetcar Named Desire
542907,Network
542907,Rosemary's Baby
543225,Flatliners
543225,Casino: 10th Anniversary Edition
543225,Taking Lives
543279,A Streetcar Named Desire
543279,Talk to Her
543279,"The Godfather, Part II"
543339,The Emperor's New Groove
543339,Look Who's Talking Too
543339,The Pacifier
543507,Aladdin: Platinum Edition
543507,A Cinderella Story
543507,Uptown Girls
543515,Fear and Loathing in Las Vegas
543515,Being John Malkovich
543515,Chasing Amy
543824,Kill Bill: Vol. 2
543824,Eternal Sunshine of the Spotless Mind
543824,Seven Samurai
543825,Grumpy Old Men
543825,Porky's
543825,Wayne's World
543865,Friends: Season 2
543865,When Harry Met Sally
543865,Sixteen Candles
544180,Coach Carter
544180,Secondhand Lions
544180,Hostage
544329,The Full Monty
544329,Whale Rider
544329,Friends: Season 2
544448,Fear and Loathing in Las Vegas
544448,Eternal Sunshine of the Spotless Mind
544448,Bottle Rocket
544571,Elf
544571,The Rundown
544571,Along Came Polly
544690,Brother Bear (Theatrical Widescreen Version)
544690,The Emperor's New Groove
544690,Look Who's Talking Too
544833,The Rundown
544833,Bad Boys II
544833,Superman: The Movie
544925,Around the World in 80 Days
544925,The Scorpion King
544925,The Rundown
545026,Beaches
545026,Cocoon
545026,Life as a House
545029,Sideways
545029,Napoleon Dynamite
545029,25th Hour
545158,Stargate
545158,Robin Hood: Prince of Thieves
545158,The Rundown
545306,What Women Want
545306,Friends: Season 2
545306,Dangerous Minds
545639,The Maltese Falcon
545639,This Is Spinal Tap
545639,Singin' in the Rain
545689,Chasing Amy
545689,Boyz N the Hood
545689,Heathers
545699,A Streetcar Named Desire
545699,Singin' in the Rain
545699,Network
545732,Superman: The Movie
545732,50 First Dates
545732,The Mask: Special Edition
545780,A Streetcar Named Desire
545780,Network
545780,Rosemary's Baby
546017,Pirates of the Caribbean: The Curse of the Black Pearl
546017,The Bourne Supremacy
546017,Rush Hour 2
546161,A Streetcar Named Desire
546161,The Sting
546161,Talk to Her
546576,Fear and Loathing in Las Vegas
546576,Casino: 10th Anniversary Edition
546576,Eternal Sunshine of the Spotless Mind
546578,The Professional
546578,Seven Samurai
546578,Monty Python's The Meaning of Life: Special Edition
546645,A Cinderella Story
546645,Uptown Girls
546645,Blade: Trinity
546751,Brother Bear (Theatrical Widescreen Version)
546751,A Cinderella Story
546751,Uptown Girls
546802,"Lock, Stock and Two Smoking Barrels"
546802,Eternal Sunshine of the Spotless Mind
546802,Being John Malkovich
546994,Die Hard 2: Die Harder
546994,Look Who's Talking Too
546994,Look Who's Talking
547052,The Maltese Falcon
547052,Singin' in the Rain
547052,Seven Samurai
547118,Y Tu Mama Tambien
547118,Talk to Her
547118,Whale Rider
547130,50 First Dates
547130,Around the World in 80 Days
547130,Taxi
547341,Brother Bear (Theatrical Widescreen Version)
547341,A Cinderella Story
547341,The Pacifier
547902,Brother Bear (Theatrical Widescreen Version)
547902,The Lion King: Special Edition
547902,Aladdin: Platinum Edition
548053,Hostage
548053,Don't Say a Word
548053,Blade: Trinity
548064,Poltergeist
548064,An Officer and a Gentleman
548064,Aladdin: Platinum Edition
548256,Casino: 10th Anniversary Edition
548256,Man on Fire
548256,Hostage
548376,The Emperor's New Groove
548376,Look Who's Talking Too
548376,Blade: Trinity
548483,Dawn of the Dead
548483,American Wedding
548483,The Rundown
548581,Lilo and Stitch
548581,Aladdin: Platinum Edition
548581,Brother Bear (Theatrical Widescreen Version)
548695,Bad Boys
548695,Stargate
548695,S.W.A.T.
549094,What Women Want
549094,Coach Carter
549094,Taxi
549262,Blade: Trinity
549262,Robin Hood: Prince of Thieves
549262,The Rundown
549416,Along Came Polly
549416,50 First Dates
549416,Taxi
549534,The Rundown
549534,Dawn of the Dead
549534,Shanghai Noon
549619,Casino: 10th Anniversary Edition
549619,Dirty Rotten Scoundrels
549619,Man on Fire
549867,The Maltese Falcon
549867,A Streetcar Named Desire
549867,Singin' in the Rain
550128,Look Who's Talking Too
550128,A Cinderella Story
550128,Freaky Friday
550302,Blade: Trinity
550302,The Rundown
550302,Dawn of the Dead
550309,North by Northwest
550309,Talk to Her
550309,Midnight Cowboy
550365,Clerks
550365,Heathers
550365,25th Hour
550573,The American President
550573,Freaky Friday
550573,Patch Adams
550596,Flatliners
550596,Bram Stoker's Dracula
550596,Ace Ventura: When Nature Calls
550615,Kill Bill: Vol. 2
550615,Casino: 10th Anniversary Edition
550615,The Deer Hunter
550659,The Hitchhiker's Guide to the Galaxy
550659,The Ladykillers
550659,25th Hour
550777,Fear and Loathing in Las Vegas
550777,Bottle Rocket
550777,The Life Aquatic with Steve Zissou
550802,The Emperor's New Groove
550802,The Pacifier
550802,Shrek 2
550883,Sex and the City: Season 4
550883,10 Things I Hate About You
550883,The American President
550905,Brother Bear (Theatrical Widescreen Version)
550905,The Emperor's New Groove
550905,Aladdin: Platinum Edition
551041,Brother Bear (Theatrical Widescreen Version)
551041,A Cinderella Story
551041,Freaky Friday
551156,Taking Lives
551156,Coach Carter
551156,Taxi
551176,Midnight Cowboy
551176,High Fidelity
551176,Igby Goes Down
551208,Talk to Her
551208,Porky's
551208,The Ladykillers
551388,The Emperor's New Groove
551388,Around the World in 80 Days
